Item,Category,Brand,Model,ASSESSMENT,"Repair status","Spare parts",Event,Group,Date,"Waste prevented","CO2 emissions prevented",POWERED
Watch,Watch/clock,Casio,,"No display despite new battery. Connected power terminals to 3v power supply. Screen confirmed OK. Requires new battery.",Repairable,"Parts required - from 3rd party","Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0,0,Powered
Laptop,"Laptop medium",HP,,"Mouse/keys issue. Attempted driver updates for keyboard and mouse. Opened device to check ribbon cables. Hardware compatibility issue with Win10. Possible upgrade to Linux?",Repairable,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0,0,Powered
Lamp,Lamp,Habitat,,"Returned with new switch for replacing. Put in a light bulb and it worked!",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,2.68,7.48,Powered
Shredder,"Paper shredder",Fellowes,,"Only going in reverse. Won't shred but the motor is running. During transport the wire was pulled too much and it snapped off a bit of the main board as well as cracking the casing around entry point. Because of the cracked case, fixing would be pointless as would not pass PAT testing.",End-of-life,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0,0,Powered
"Steam cleaner","Power tool",Beldray,,"Lights up but stopped working. Water goes all over the floor. Opened up and seemed very rusty after only a few weeks of use. Identified leak. Still under warranty so will return.",Repairable,"Parts required - from manufacturer","Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0,0,Powered
Lamp,Lamp,,,"Lamp that was not working. I changed bulb and looked at fuse ages again and couldn't get it to work. Did not turn on, needs new plug.",Repairable,"Parts required - from 3rd party","Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0,0,Powered
"Mobile phone",Mobile,Samsung,,"No phone signal. Data connection fine, no voice. Factory reset still no fix. Recommend replacement.",End-of-life,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0,0,Powered
Lamp,Lamp,,,"Fell and came apart. Base needs to be put together. Section which holds the bulb needs to be repaired. Recommend using epoxy glue to fix. Over to user!",Repairable,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0,0,Powered
Lamp,Lamp,Habitat,,"Inline switch nor working. Replaced switch.",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,2.68,7.48,Powered
"Steam iron",Iron,Tefal,,"Does not blow steam despite being on. Jammed/intermittent motor/pump. Tapped a few times. Now working OK. Suggest descaling.",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,1.17,5.5,Powered
"DAB radio","Portable radio",Pure,Evoke,"Radio holds signal on any station for approx. 10 seconds before rapidly losing signal. Not improved by relocating. Did a factory reset, now working.",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,2.06,27.325,Powered
"Remote control","TV and gaming-related accessories",,,"Doesn't turn on. Device was an integrated circuit. Attempted to clean the switch and checked battery contacts. Symptoms implied a burnt component on the circuit board.",End-of-life,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0,0,Powered
,Misc,Phoenix,,"It not works when you press the button. After opening there were no obvious faults. Suspect a burnt out integrated circuit.",End-of-life,"No spare parts required","Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0,0,Powered
"CD player and internet radio","Portable radio","John Lewis",,"CD is stuck inside the player. Extracted CD. Tested other functions - OK. Recommended separate CD player to avoid it happening again.",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,2.06,27.325,Powered
Laptop,"Laptop medium",Lenovo,,"Have to restart twice to work. Screen rolling up from bottom. Accessibility settings altered. Problem not seen after.",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,1.83,132.66,Powered
Laptop,"Laptop medium",Lenovo,T470,"Not switching on. Has brought adapter. Tried removing battery: nothing. Opened up, took CMOS battery out and pressed power button for 15s. Put everything back together and it did turn on!",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,1.83,132.66,Powered
Tablet,Tablet,Samsung,,"Screen fell off and flat cable was broken. Upon opening we realised batteries were swollen. Advised to safely dispose of by checking council website for ewaste collection.",End-of-life,"Parts required - from manufacturer","Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0,0,Powered
Phone,Mobile,Samsung,,"Call does not ring even with volume at max. Phone worked normally. Settings.",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0.15,25.255,Powered
"Vacuum cleaner",Vacuum,Buture,,"Problem with stem. Show how to extend the stem by pressing the right button. An easy repair, quickly done!",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,6.8,18.005,Powered
"4 way adapter",Misc,,,"Fuse replaced.",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0,0,Powered
Lamp,Lamp,,,"Won't come on. Fuse replaced!",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,2.68,7.48,Powered
"Coffee grinder","Small kitchen item",DeLonghi,,"Not grinding/switching on. Have replaced the fuse to no avail. Devices was PAT tested and fuse replaced with correct valve. Device was working, but device safety interlock was likely jammed. Talked about where the interlocks re it can be debugged in future.",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,2.95,15.45,Powered
Radio,"Portable radio",Roberts,,"New batteries but it isn't working. Turned it on, it worked.",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,2.06,27.325,Powered
"Vacuum cleaner",Vacuum,Dyson,"5V11 V7","Stopped working. I plug it in to charge and the red light comes on but it still has no power. Dismantled and located fault in battery pack. Advised on replacement pack.",Repairable,"Parts required - from 3rd party","Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0,0,Powered
"Buzzer system",Misc,Trebisky,,"Not buzzing. Examination of internal circuitry.",Repairable,"Parts required - from 3rd party","Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0,0,Powered
Laptop,"Laptop medium",HP,,"It needs a new touchpad.",End-of-life,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0,0,Powered
Laptop,"Laptop medium",HP,,"Was gifted to me but I can't open.",Repairable,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0,0,Powered
Dehumidifier,Aircon/dehumidifier,Ecoair,,"It doesn't switch on, capacitor needs changing. Brought a new one. Replaced capacitor.",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,7.6,49.705,Powered
Kettle,Kettle,Bosch,,"Kettle not turning on or boiling water. Base plate is working. Maybe heating element gone? Investigated electronics - OK> Poor contacts now fixed.",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,1.25,22.16,Powered
Headphones,Headphones,,,"Win connection broken? Needs new cable. Suggested buy online.",Repairable,"Parts required - from 3rd party","Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0,0,Powered
"DVD player (portable)","Handheld entertainment device",,,"Battery seems dead. Tested the charger - it was broken (no voltage). Tested with new charger - device worked. Advised how to source a new charger locally.",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0.14,11.355,Powered
"Boiling water tank",Misc,"Perrin & Rowe",,"Shuts off as soon as it turns on. Took it apart, lots of limescale build up. Checked electric connections. Re-assembled. Fault unclear. It now stays on for longer than before. User will attempt to de-scale.",Repairable,"Parts required - from 3rd party","Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0,0,Powered
"Extension reel",Misc,,,"Fuse changed.",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0,0,Powered
"Buzz Lightyear",Toy,Disney,,"Needs soldering to fix voice/motion. Worked then broke again, the wing was fixed too.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,0.93,5.2,Powered
"Electric jigsaw","Power tool",Makita,,"Starts then stops.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-11-02,0,0,Powered
"Extension lead",Misc,,,"Switch intermittent working but unable to open item. Switch needs replacing.",End-of-life,"No spare parts required","We Are 336","Repair Café Lambeth",2024-11-02,0,0,Powered
Iron,Iron,"Russell Hobbs",,"No power. Fixed with a fuse.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,1.17,5.5,Powered
Iron,Iron,"Russell Hobbs",,"No power. Unable to take apart.",End-of-life,"No spare parts required","We Are 336","Repair Café Lambeth",2024-11-02,0,0,Powered
"Steam mop","Power tool",Vax,,"Steam not working. Unable to identify issue.",Repairable,,"We Are 336","Repair Café Lambeth",2024-11-02,0,0,Powered
Laptop,"Laptop medium",Lenovo,"Thinkpad T440","Flickering screen. Seems like hardware issue. Opened up, connections seemed fine.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-11-02,0,0,Powered
"Mobile phone",Mobile,Samsung,,"Not working correctly, a bit slow. Nothing really wrongs, just an old cheap phone. Deleted a few apps, moved videos to SD card. Didn't want to do a factory reset.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,0.15,25.255,Powered
Computer,"Desktop computer",,,"Not working.",Repairable,,"We Are 336","Repair Café Lambeth",2024-11-02,0,0,Powered
"Digital camera","DSLR/video camera",Canon,,"Sand in it and zoom doesn't work. Attempted to turn on. ""Lens error"". Mechanical error with lens. Attempted to open, but limited time. May be worth trying again with more time.",Repairable,,"We Are 336","Repair Café Lambeth",2024-11-02,0,0,Powered
Laptop,"Laptop medium",Dell,,"Seems to charge but not powering on beyond that. Attempted to power on, did not power on despite charging light. Attempted to open device but had unknown binder (glue?) within centre that prevented a CMOS reset.",End-of-life,"No spare parts required","We Are 336","Repair Café Lambeth",2024-11-02,0,0,Powered
"Mobile phone",Mobile,Apple,"iPhone XS Max","Cant' turn on, unresponsive. Restarted device manually. 1. Vol up, 2. Vol down, 3. Hold power button. Device restarted and touchscreen worked.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,0.15,25.255,Powered
"Smart phone",Mobile,Samsung,,"Does not ring out. It has two sims, only one works. Blocked problematic numbers on WhatsApp, unsubscribed from spamming mailing lists. Explained process of porting mobile phone numbers to second phone.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,0.15,25.255,Powered
shredder,"Paper shredder",Currys,,"Stopped shredding.",Repairable,,"We Are 336","Repair Café Lambeth",2024-11-02,0,0,Powered
"Vacuum cleaner",Vacuum,Electrolux,,"Electrical problem. No fault found. Working OK.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,6.8,18.005,Powered
"Portable record player","Hi-Fi separates",Bush,,"Auto-stop seemed to activate too early. Needle was dusty. Cleaned needle and provided link to buy replacement. Auto-stop was not compatible with the record lever to lift arm, was broken. Not essential and not enough time to glue properly.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,8.72,61.93,Powered
"Sewing machine","Sewing machine",Singer,,"Power on but not stitching. It was just on the wrong setting. Advice given.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,8.6,17.5,Powered
"Remote doorbell",Misc,,,"Re-soldered speaker. It rang when we plugged the bell in but not when pushing the wireless button. Suspect the battery was low. User will try a new battery at home.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,0,0,Powered
"Sewing machine","Sewing machine","Frister & Rossman",,"Turning wheel jam. Machine had not been used for a while. User had oiled it but been unable to move it. Added more oil and got it all moving.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,8.6,17.5,Powered
Camera,"DSLR/video camera",Nikon,,"Lens fell of and is stuck. Managed to release lens and found fault. Lens thread broken so it cannot sit securely, but temporarily put back together and advised new lens.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,0.59,8.015,Powered
"Electric kettle",Kettle,"Eva Solo",,"Does not switch off when water boiled - it keeps heating. Stream off pipe reconnected.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,1.25,22.16,Powered
"Wireless headphones",Headphones,Beats,,"Broken/cracked arm on one side. Glued together.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,0.4,1.5,Powered
"Sewing machine","Sewing machine",Joy's,,"Keeps breaking down when in use, getting stuck and stops working. Just checked it over.",Repairable,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-11-02,0,0,Powered
Clock,Watch/clock,"La Route",,"Hour hand not rotating. Had been knocked lose while cleaning. Pushed it back into place and seems to be OK.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,1.3,14.145,Powered
"Electric hob","Small kitchen item",,,"Tripping circuit at home after a minute or two of use. Power connector to be replaced. Earth connection fixed. PAT reports insulation problem but can't reproduce that issue otherwise. Not tripping RCD here. Advised owner to proceed with some caution.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,2.95,15.45,Powered
Laptop,"Laptop medium",HP,,"Can't log in. Laptop was inherited, the account no longer need so fresh install of Windows.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,1.83,132.66,Powered
"Coffee grinder","Small kitchen item",Krups,,"Blade doesn't turn, just buzzes. Used WD40 to loosen bearings and worked free. Now fine, blade spins.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,2.95,15.45,Powered
"Internet radio and CD player","Portable radio","John Lewis",,"It was fixed last time, but at home not working. Working now but possible intermittent fault.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,2.06,27.325,Powered
"LED running vest",Misc,"Time To Run",,"Battery/switch case disconnected from wires. Soldered terminals back on to battery connectors. Both sides working and customer happy.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,0,0,Powered
"Carpet cleaner",Vacuum,Vax,,"Water not coming through. Missing valve part identified and replaced temporarily.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,6.8,18.005,Powered
"Floor lamp",Lamp,,,"Won't turn on.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,2.68,7.48,Powered
"DVD small","Handheld entertainment device",,,"Power supply connector on wrong way around.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,0.14,11.355,Powered
Dress,Clothing/textile,,,"Stitching required.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,0.75,10.16,Unpowered
"Long chiffon shirt",Clothing/textile,,,"Split. Sewn up with sewing machine and shortened.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,0.75,10.16,Unpowered
Rucksack,Clothing/textile,,,"Need some stitches. Put sections of extra strapping to replace what had broken and sewed them in to the body.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,0.75,10.16,Unpowered
"Leather bag",Clothing/textile,,,"Strap needs re-attaching. Glued several straps, including ones that were not broken but were in danger of breaking. Glued and reinforced main strap. Fixed other stuff on bag.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,0.75,10.16,Unpowered
"Venetian blind",Furniture,,,"Cord broken and we tied a knot so the drop is limited. Cord needs replacing.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-11-02,0,0,Unpowered
Textiles,Clothing/textile,,,"Assorted small items patched.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,0.75,10.16,Unpowered
"Pasta machine",Misc,KitchenAid,,"Bottom plastic fin broken. Could be removed if unit opened up. Deconstructed! Temoved broken piece and some dough.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,0,0,Unpowered
Trousers,Clothing/textile,,,Hemmed.,Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,0.75,10.16,Unpowered
Coat,Clothing/textile,,,"Anchored the end of the zip and re-stitched the side panel seam.",Fixed,,"We Are 336","Repair Café Lambeth",2024-11-02,0.75,10.16,Unpowered
Blouse,Clothing/textile,,,"Collar frayed, seam loose. Hand stitched.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,0.75,10.16,Unpowered
Bag,Clothing/textile,"M & S",,"Shoulder straps frayed. Hand sewn to re-attach with button thread.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,0.75,10.16,Unpowered
Jeans,Clothing/textile,,,"Completely split, not on seam. Patched along seam on inside. Machine top-stitched.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,0.75,10.16,Unpowered
"Polo neck jumper",Clothing/textile,"M & S",,"Neck areas re-stitched. Also under arm holes patched.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,0.75,10.16,Unpowered
"Polo neck jumper",Clothing/textile,"M & S",,"Neck areas re-stitched. Also under arm holes patched.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,0.75,10.16,Unpowered
"Polo neck jumper",Clothing/textile,"M & S",,"Neck areas re-stitched. Also under arm holes patched.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,0.75,10.16,Unpowered
"Toy record player",Misc,"Fisher Price",,"Stopped working. Mechanism that makes it turn.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-12-07,0,0,Unpowered
Trousers,Clothing/textile,Homme,,"Small hole in crotch. Patch on back and top-stitched by machine.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,0.75,10.16,Unpowered
Fleece,Clothing/textile,Craghoppers,,"Left sleeve seam undone. Sewn up by machine.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,0.75,10.16,Unpowered
Jeans,Clothing/textile,,,"Cut part of the pocket fabric that was broken. Sewed the end of the pocket to close it. Fixed some small holes in the pocket.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,0.75,10.16,Unpowered
Cup,Misc,Tesco,,"Handle broken off. Glued but not held. Will use as a plant pot.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-12-07,0,0,Unpowered
Sweater,Clothing/textile,"Pull & Bear",,"Hole in armpit. Sewn and strengthened.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,0.75,10.16,Unpowered
Rucksack,Clothing/textile,,,"Seam had come apart. Patched up.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,0.75,10.16,Unpowered
"Cycling gloves",Clothing/textile,,,"Seams split in several places. Hand sewn repair.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,0.75,10.16,Unpowered
Socks,Clothing/textile,,,"Holes. Darned.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,0.75,10.16,Unpowered
Jacket,Clothing/textile,,,"Popper has come off at the top. Sort of fixed. Needs new popper.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-12-07,0,0,Unpowered
Coat,Clothing/textile,,,"Buttons and lining.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,0.75,10.16,Unpowered
"Winter jacket",Clothing/textile,Next,,"Ripped. Fixed by hand stitching.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,0.75,10.16,Unpowered
"Mechanical egg timer","Hand tool",,,"Opened the back and had a look at the mechanism. We decided not to open all of the springs in case we lose any. eventually we batched the mechanism in alcohol to clean, de-grease. It works! At home I will oil it with sewing machine oil.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,0.93,2.335,Unpowered
Toaster,Toaster,,,"Doesn't not stay down. Grumbled about stupid screws! Adjusted lever that keeps toast down. External lever also needs adjustment.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,1.47,4.065,Powered
Lamp,Lamp,,,"Fault found in switch . Replacement switch found and ordered. Re-connected plug properly.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-12-07,0,0,Powered
"Coffee Maker","Coffee maker",Nespresso,Latissima,"Leaking. Helped to find spare part to buy. Will bring to next session.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-12-07,0,0,Powered
Camcorder,"DSLR/video camera",Sony,,"Screen replaced with new one visitor brought with them.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,0.59,8.015,Powered
Lamp,Lamp,,,"Not switching on. Bulb loose.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,2.68,7.48,Powered
"Espresso coffee maker","Coffee maker",Swan,,"Pressure isn't enough, coffee isn't strong enough. Machine was working, gave advice on making espresso.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,1.28,8.75,Powered
Toaster,Toaster,Princess,,"Toaster doesn't stay down, the lever has to be manually held down. Opened up, cleaned. Sprint contacts of switch bent.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,1.47,4.065,Powered
Iron,Iron,,,"Disassembled. Element-heater open circuit. Not economical to fix.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-12-07,0,0,Powered
Blender,"Small kitchen item",,,"Just need to replace blender attachment. Unscrewed (left thread!) and replaced.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,2.95,15.45,Powered
Lamp,Lamp,,,"Doesn't work. New bulb. Not powering on. Tested continuity. Replaced bulb and fuse. Issue was corrosion on the bulb terminals. Cleaned terminals and it worked.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,2.68,7.48,Powered
Laptop,"Laptop medium",Toshiba,Portege,"Windows XP. Wi-fi not working. Old and slow. Owner interested in Linux. Tried USB install but can't boot from USB. Has DVD drive so will burn a Mint Linux CD to boot next time.",Repairable,,"We Are 336","Repair Café Lambeth",2024-12-07,0,0,Powered
Headphones,Headphones,Sony,,"Right hand side doesn't work. Identified defective chip. Impossible to repair.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-12-07,0,0,Powered
"Desk lamp",Lamp,,,"Doesn't turn on and makes a buzzing noise. Before this it was blinking a bit intermittently. One of the terminal blocks short circuited so we recommend a replacement.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-12-07,0,0,Powered
"Table lamp",Lamp,,,"Lamp had an eu plug and an adaptor. It was just plugged into the wrong holes in the adaptor.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,2.68,7.48,Powered
Lamp,Lamp,"John Lewis",,"The light-bulb holder needs to be replaced and rewired. We have the parts (I think!). Lip upon which lampshade balances was broken. Used item to create new lip for lampshade.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,2.68,7.48,Powered
"Electric shaver","Hair & beauty item",Philips,,"Plastic had sheared off the motor shaft. Glued it back on.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,0.67,5.14,Powered
Phone,Mobile,,,"When I take photos I can not find them on the phone.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,0.15,25.255,Powered
"Vacuum cleaner",Vacuum,Henry,,"Speed control board fried. Bypassed the speed switch.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,6.8,18.005,Powered
"Record turntable","Hi-Fi separates",Garrard,,"Doesn't turn. Motor appears to work OK. Seems that because of lack of use it had become stiff. Just needed a few manual turns.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,8.72,61.93,Powered
"Vaccum Cleaner",Vacuum,Dyson,DC25,"The wheel has come off. Have bought the replacement. Success!",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,6.8,18.005,Powered
"Vacuum cleaner",Vacuum,Dyson,,"Light indicating blockage. Disassembled and cleaned as much as possible. Probably will benefit from new filter.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-12-07,0,0,Powered
Toaster,Toaster,Wilko,,"Element diagnosed as visibly broken. We weren't able to easily isolate the broken side and replacement parts aren't' easily available. Deemed not fixable. Removed spare parts that could be used elsewhere in the future.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-12-07,0,0,Powered
"Toaster oven","Small kitchen item",Tefal,,"Oven works but it causes electrical outages. Fail. Short to earth when heated.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-12-07,0,0,Powered
Lamp,Lamp,"West Elm",,"Flickering. I think my son has yanked at the wire. Inspection did not show any fault. Works fine.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,2.68,7.48,Powered
"Coffee grinder","Small kitchen item",,,"Used once and went bang. Not repairable. Motor coil.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-12-07,0,0,Powered
Printer,Printer/scanner,Canon,,"Doesn't power on. Checked power supply for voltage. 32V side comes out of standby. 24v does not seem to. Seems to be power supply fault.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-12-07,0,0,Powered
Lamp,Lamp,Anglepoise,,"Flickering. Has new bulb and spare part from manufacturer. Found a faulty switch so it wasn't turning on properly when pressed. Replaced with spare switch.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,2.68,7.48,Powered
"Coffee machine","Coffee maker",Nespresso,,"Stopped punching holes in the pods. Cleaned out old pod remnants. Might have worked but don't have a pod to test.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,1.28,8.75,Powered
"Vacuum cleaner",Vacuum,Dyson,,"Mechanism to release the bin won't clip in. There isn't a broken part - it just won't close. Mechanism was just jammed, used WD40 to releases and put back in correct place.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,6.8,18.005,Powered
"Audio convertor","Hi-Fi separates",Cyp,,"USB socket fallen off and soldered back on.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,8.72,61.93,Powered
"Oil filled radiator",Misc,Silvercrest,,"Heat setting knob not working. Rotating plug re-attached and secured.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,0,0,Powered
Lamp,Lamp,"Oliver Bonas",,"In-line switch broken. Have brought a new one. Fabric coating around wire. Switch replaced and works now.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,2.68,7.48,Powered
Mixer,"Small kitchen item",Kenwood,,"Not working. Changed capacitors. Fixed.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,2.95,15.45,Powered
Laptop,"Laptop medium",Dell,Inspiron,"LCD bezel coming unstuck and loose hinge. Took off bottom cover. Attempted to loosen hinge which led to screen falling over when not at a 90 degree angle to the keyboard. Adjusted hinges such that it was loose to not affect the screen but still had issue of falling.",Fixed,,"We Are 336","Repair Café Lambeth",2024-12-07,1.83,132.66,Powered
Laptop,"Laptop medium",Lenovo,,"Screen broken. Disassembled. Checked size of new scree, did not appear to match - replacement is smaller. Advise in purchasing another replacement set that will match the model exactly.",Repairable,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-12-07,0,0,Powered
Phone,Mobile,Dogee,EP68,"Broken screen. We have a replacement screen. Considered methods. Attempted manual pry but realised that heating adhesive was to necessary to get screen off. Attempted heating with a hot air gun. Did not allow screen to lift off.",Repairable,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-12-07,0,0,Powered
"Christmas toy","Decorative or safety lights","Gold Label",,"Circuit has blown. Product is American. Blew with too many volts! It needs rewire or a new fuse? Found power supply fault. Will come back with new one.",Repairable,,"We Are 336","Repair Café Lambeth",2024-12-07,0,0,Powered
